time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,windspeed_10m_mean
2015-07-05,82.5,59.3,71.0,0.0,7.4,5.3
2015-07-06,83.6,61.6,73.4,0.0,9.9,5.5
2015-07-07,83.1,65.7,75.0,0.0,14.3,9.0
2015-07-08,85.8,71.3,77.7,0.248,10.7,7.3
2015-07-09,73.1,63.1,67.6,0.157,8.6,6.5
2015-07-10,79.9,61.8,70.0,0.736,8.3,4.6
2015-07-11,84.1,63.7,74.3,0.0,9.2,6.1
2015-07-12,89.2,66.8,77.9,0.0,8.6,6.8
2015-07-13,80.5,69.0,74.2,0.0,7.8,5.2
2015-07-14,78.2,65.4,71.8,0.028,11.1,7.5
2015-07-15,80.4,68.6,72.8,0.575,9.9,4.7
2015-07-16,73.1,61.5,66.7,0.0,13.1,8.6
2015-07-17,78.1,57.9,68.5,0.0,11.1,5.6
2015-07-18,78.5,64.4,71.4,0.079,12.7,10.3
2015-07-19,90.1,70.8,79.5,0.0,11.6,7.7
2015-07-20,92.4,74.4,82.4,0.0,11.3,6.6
2015-07-21,86.8,69.4,77.3,0.039,8.3,5.1
2015-07-22,82.3,66.9,74.0,0.0,11.8,7.5
2015-07-23,79.8,63.8,72.2,0.0,8.1,4.9
2015-07-24,78.5,62.2,69.5,0.083,7.0,5.0
2015-07-25,71.1,61.7,65.8,0.039,7.8,6.1
2015-07-26,74.5,62.8,69.1,0.059,9.5,6.8
2015-07-27,77.2,66.9,72.0,0.366,9.2,7.2
2015-07-28,87.5,68.6,75.8,0.055,8.6,5.0
2015-07-29,90.3,66.8,79.1,0.0,8.8,5.2
2015-07-30,87.6,72.3,79.1,0.295,13.4,9.7
2015-07-31,87.0,69.4,77.7,0.02,11.4,8.2
2015-08-01,85.9,66.5,75.8,0.0,9.2,7.1
2015-08-02,84.8,63.4,74.4,0.0,11.2,7.1
2015-08-03,88.9,67.7,77.7,0.0,14.1,10.6
2015-08-04,87.3,70.7,77.4,0.114,13.1,7.1
2015-08-05,82.6,64.7,74.4,0.0,9.5,6.7
2015-08-06,79.7,62.2,71.2,0.0,9.4,6.3
2015-08-07,76.3,61.9,68.8,0.0,8.8,6.1
2015-08-08,76.9,60.6,68.5,0.0,7.6,5.9
2015-08-09,71.4,61.9,66.6,0.0,13.2,8.2
2015-08-10,81.7,59.9,70.3,0.0,11.6,6.4
2015-08-11,70.7,65.0,68.2,0.575,16.6,10.1
2015-08-12,81.2,66.5,73.0,0.0,7.2,5.7
2015-08-13,80.7,63.4,71.6,0.0,6.8,4.0
2015-08-14,85.6,61.0,73.6,0.0,10.9,5.4
2015-08-15,88.7,66.8,75.8,0.118,9.8,5.9
2015-08-16,86.4,68.7,76.8,0.0,7.1,4.3
2015-08-17,91.1,68.8,79.5,0.0,8.8,4.8
2015-08-18,89.2,70.3,80.0,0.0,9.4,6.4
2015-08-19,88.4,70.8,78.2,0.0,10.5,8.0
2015-08-20,81.4,69.9,74.2,0.0,11.4,7.9
2015-08-21,82.1,71.6,75.5,0.146,9.1,6.1
2015-08-22,73.6,69.0,71.4,0.098,7.1,4.8
2015-08-23,74.1,68.6,70.3,0.059,8.3,6.4
2015-08-24,79.1,68.5,72.6,0.02,7.5,4.7
2015-08-25,81.8,68.9,74.1,0.004,10.6,6.9
2015-08-26,81.4,70.1,73.9,0.063,9.4,5.3
2015-08-27,77.7,63.9,71.0,0.0,9.2,6.7
2015-08-28,77.8,61.0,69.5,0.0,7.6,4.4
2015-08-29,82.3,60.6,71.5,0.0,6.8,4.9
2015-08-30,86.2,64.1,74.7,0.0,8.2,5.3
2015-08-31,88.4,68.6,78.0,0.0,11.0,7.7
2015-09-01,80.8,67.1,73.8,0.0,8.3,6.7
2015-09-02,90.8,65.7,77.3,0.0,7.7,6.0
2015-09-03,86.5,68.2,76.2,0.02,7.8,5.4
2015-09-04,71.3,62.1,67.2,0.016,14.4,9.8
2015-09-05,77.0,57.6,66.6,0.0,7.4,5.4
2015-09-06,86.8,59.2,71.8,0.0,11.1,7.1
2015-09-07,92.4,65.0,77.9,0.0,11.9,9.8
2015-09-08,93.3,72.2,81.6,0.0,11.2,6.3
2015-09-09,93.3,72.6,81.4,0.0,14.7,10.4
2015-09-10,77.4,64.1,70.5,0.587,12.2,8.2
2015-09-11,72.8,62.4,66.2,0.575,14.5,8.6
2015-09-12,75.0,61.9,67.1,0.016,9.2,4.2
2015-09-13,69.5,62.1,64.9,0.346,10.3,7.4
2015-09-14,69.6,56.0,63.0,0.031,14.8,12.2
2015-09-15,80.3,59.7,68.7,0.0,11.3,9.0
2015-09-16,83.0,60.9,71.5,0.0,8.3,4.9
2015-09-17,86.6,62.3,73.2,0.0,7.9,5.9
2015-09-18,85.3,61.7,72.7,0.0,10.1,6.6
2015-09-19,81.2,61.9,70.8,0.0,11.1,7.7
2015-09-20,73.0,60.4,68.2,0.008,13.1,9.5
2015-09-21,66.7,55.8,60.5,0.0,13.9,11.8
2015-09-22,68.2,56.7,61.1,0.0,10.3,8.5
2015-09-23,72.0,52.3,61.2,0.0,6.2,5.0
2015-09-24,72.2,55.4,62.8,0.0,10.8,7.2
2015-09-25,66.5,55.3,60.1,0.0,10.0,7.2
2015-09-26,63.4,51.9,56.9,0.0,12.2,8.2
2015-09-27,69.9,46.1,58.2,0.0,8.4,4.2
2015-09-28,78.3,53.4,65.8,0.0,9.6,6.0
2015-09-29,78.6,63.7,70.5,0.024,11.5,8.6
2015-09-30,73.4,58.7,66.8,0.894,16.3,11.7
2015-10-01,61.3,55.2,57.2,0.031,18.4,15.7
2015-10-02,54.6,49.3,51.0,0.642,18.7,17.4
2015-10-03,53.2,48.3,50.2,0.346,19.6,18.0
2015-10-04,53.6,49.8,51.7,0.0,18.8,15.1
2015-10-05,58.7,50.2,53.8,0.0,10.9,9.2
2015-10-06,65.9,45.0,55.2,0.0,7.2,4.4
2015-10-07,70.4,47.7,57.9,0.0,7.8,5.1
2015-10-08,63.2,50.6,56.1,0.0,9.6,7.0
2015-10-09,68.5,50.6,59.5,0.972,18.7,11.2
2015-10-10,59.0,46.9,52.6,0.0,16.7,9.1
2015-10-11,66.7,46.6,55.5,0.0,12.5,10.4
2015-10-12,74.1,49.2,60.0,0.0,10.7,7.4
2015-10-13,71.2,53.6,60.7,0.331,11.9,6.7
2015-10-14,66.3,53.1,59.7,0.0,12.3,10.3
2015-10-15,61.2,44.5,52.5,0.0,9.8,7.4
2015-10-16,60.1,48.3,53.4,0.0,12.6,9.7
2015-10-17,54.0,41.0,47.2,0.0,13.5,10.2
2015-10-18,44.9,34.5,39.1,0.0,12.4,11.1
2015-10-19,46.4,30.4,38.2,0.0,12.5,9.2
2015-10-20,63.9,42.3,51.6,0.035,13.8,11.0
2015-10-21,59.9,49.7,53.3,0.004,7.6,5.9
2015-10-22,71.5,49.7,59.4,0.0,14.1,9.7
2015-10-23,59.2,41.4,48.9,0.0,15.5,11.9
2015-10-24,49.9,39.8,45.2,0.0,9.2,6.2
2015-10-25,59.8,47.7,53.2,0.024,13.7,10.2
2015-10-26,53.4,40.7,46.8,0.0,14.4,7.6
2015-10-27,54.6,35.4,44.5,0.0,7.2,4.4
2015-10-28,59.0,41.6,49.6,0.425,21.7,13.0
2015-10-29,71.3,55.8,64.1,0.65,20.8,14.8
2015-10-30,56.8,42.9,51.0,0.0,14.3,11.2
2015-10-31,52.9,36.2,44.5,0.0,10.0,6.2
2015-11-01,58.2,44.7,51.2,0.012,12.4,9.3
2015-11-02,62.4,46.8,53.4,0.0,9.8,6.2
2015-11-03,68.6,42.3,53.7,0.0,8.9,6.2
2015-11-04,63.2,44.3,53.0,0.0,9.1,6.2
2015-11-05,69.1,49.0,57.9,0.0,10.4,9.3
2015-11-06,70.4,59.2,65.2,0.0,15.7,12.3
2015-11-07,64.4,50.5,57.6,0.0,13.5,10.1
2015-11-08,54.2,43.1,47.9,0.0,13.2,10.4
2015-11-09,57.8,38.2,46.8,0.0,8.5,7.0
2015-11-10,56.6,42.5,47.6,0.15,13.3,7.1
2015-11-11,49.8,46.0,47.9,0.323,18.8,15.8
2015-11-12,53.5,46.0,49.1,0.094,12.2,7.5
2015-11-13,58.1,46.4,52.0,0.016,19.7,14.1
2015-11-14,45.5,36.7,41.8,0.0,19.0,15.8
2015-11-15,53.7,35.4,43.3,0.0,13.0,10.7
2015-11-16,58.5,40.3,47.2,0.0,13.7,8.4
2015-11-17,45.1,32.7,38.7,0.0,13.5,7.2
2015-11-18,46.9,30.2,38.5,0.0,8.1,4.6
2015-11-19,53.3,40.2,47.5,0.016,13.7,10.5
2015-11-20,58.7,43.5,53.2,0.728,17.7,11.1
2015-11-21,46.9,37.1,41.4,0.0,12.7,8.6
2015-11-22,53.7,36.0,43.5,0.614,12.9,6.4
2015-11-23,40.7,30.3,36.0,0.319,16.4,13.6
2015-11-24,41.8,27.2,33.2,0.0,11.2,7.3
2015-11-25,43.9,28.9,35.6,0.0,9.0,4.7
2015-11-26,56.8,36.3,45.2,0.0,13.0,10.3
2015-11-27,61.6,44.8,51.9,0.0,15.2,12.0
2015-11-28,53.2,42.4,47.8,0.268,13.1,8.6
2015-11-29,43.4,32.6,37.7,0.0,11.5,7.8
2015-11-30,37.8,29.8,33.6,0.0,11.2,7.1
2015-12-01,41.6,31.2,37.2,0.102,8.1,5.9
2015-12-02,45.9,38.2,42.0,0.217,8.9,5.3
2015-12-03,49.6,39.8,45.1,0.028,18.1,12.4
2015-12-04,47.6,34.2,40.0,0.0,14.0,9.2
2015-12-05,50.8,33.6,40.0,0.0,8.5,6.4
2015-12-06,53.4,30.0,39.9,0.0,9.7,7.1
2015-12-07,55.0,35.4,42.3,0.0,9.4,6.7
2015-12-08,42.5,35.5,39.5,0.02,13.3,10.5
2015-12-09,45.7,35.5,40.3,0.0,11.4,5.3
2015-12-10,56.9,41.2,48.5,0.0,11.6,6.7
2015-12-11,57.3,40.7,48.2,0.0,10.6,7.5
2015-12-12,57.2,42.5,48.6,0.0,12.3,7.3
2015-12-13,49.3,42.8,45.7,0.0,8.4,5.9
2015-12-14,55.1,44.3,48.8,0.106,8.8,5.9
2015-12-15,59.4,49.1,54.6,0.331,18.2,13.8
2015-12-16,48.8,37.4,41.4,0.0,13.5,8.4
2015-12-17,50.0,37.1,44.5,0.343,10.6,8.0
2015-12-18,50.5,37.8,46.2,0.118,13.0,7.8
2015-12-19,39.5,32.3,35.6,0.0,17.1,14.2
2015-12-20,39.9,30.9,33.9,0.0,16.3,10.2
2015-12-21,49.9,31.7,41.5,0.0,17.6,13.6
2015-12-22,56.3,45.2,50.6,0.409,14.7,10.0
2015-12-23,53.3,43.8,48.6,0.339,13.4,6.4
2015-12-24,67.8,50.7,59.3,0.465,17.5,11.1
2015-12-25,62.0,43.9,52.5,0.0,8.2,5.1
2015-12-26,51.7,40.7,45.8,0.0,12.3,7.6
2015-12-27,51.0,39.1,45.6,0.657,15.8,6.1
2015-12-28,37.7,29.5,32.4,0.0,16.2,12.7
2015-12-29,38.9,29.3,34.4,1.028,16.4,13.8
2015-12-30,36.8,26.3,31.1,0.0,11.9,6.0
2015-12-31,45.6,32.7,38.6,0.283,11.4,7.3
2016-01-01,41.1,31.5,34.9,0.0,12.8,10.4
2016-01-02,38.0,29.6,32.3,0.0,13.8,11.1
2016-01-03,42.2,29.5,33.9,0.0,11.9,10.2
2016-01-04,31.0,15.4,25.1,0.0,17.1,12.8
2016-01-05,25.3,7.4,16.0,0.0,17.1,10.5
2016-01-06,41.3,20.1,28.1,0.0,10.5,9.1
2016-01-07,41.6,23.5,30.5,0.0,9.9,5.6
2016-01-08,39.7,27.3,33.9,0.0,11.8,9.4
2016-01-09,44.0,35.3,38.4,0.0,10.4,6.0
2016-01-10,55.1,39.1,47.2,0.996,24.1,14.7
2016-01-11,46.7,26.2,33.4,0.0,17.2,14.4
2016-01-12,36.3,23.4,29.3,0.075,13.2,7.9
2016-01-13,30.0,20.9,26.0,0.0,24.5,17.5
2016-01-14,30.3,19.9,24.0,0.0,11.2,8.8
2016-01-15,38.0,23.9,31.0,0.0,10.2,6.1
2016-01-16,40.8,31.2,36.0,1.031,16.2,9.7
2016-01-17,34.0,27.5,31.1,0.13,11.8,8.5
2016-01-18,29.7,17.2,25.1,0.146,20.7,14.4
2016-01-19,21.8,12.9,16.4,0.0,20.7,19.3
2016-01-20,28.6,15.7,21.4,0.0,18.3,15.8
2016-01-21,28.8,16.2,21.5,0.0,14.7,12.6
2016-01-22,27.9,14.1,19.6,0.0,14.9,10.2
2016-01-23,29.3,17.9,25.8,0.394,24.7,17.1
2016-01-24,30.6,15.6,21.6,0.091,21.1,13.5
2016-01-25,35.1,15.7,24.5,0.0,9.7,6.4
2016-01-26,46.1,20.0,35.6,0.0,17.7,13.6
2016-01-27,42.5,27.6,37.2,0.0,14.5,9.7
2016-01-28,40.3,26.0,31.6,0.0,10.9,6.4
2016-01-29,41.4,28.9,34.1,0.008,13.5,6.1
2016-01-30,40.7,28.3,33.8,0.0,15.5,11.3
2016-01-31,53.9,34.3,40.9,0.0,15.5,11.4
2016-02-01,58.5,38.0,46.0,0.0,13.6,11.7
2016-02-02,47.4,29.9,37.0,0.0,7.4,5.7
2016-02-03,53.4,33.0,42.3,0.331,19.9,13.5
2016-02-04,56.1,43.8,51.8,0.11,18.6,9.3
2016-02-05,42.5,24.5,33.5,1.209,17.1,13.5
2016-02-06,35.3,10.4,24.4,0.0,13.8,9.4
2016-02-07,40.0,21.8,30.4,0.0,12.7,7.9
2016-02-08,35.5,19.1,25.4,0.642,22.9,18.2
2016-02-09,28.2,17.3,22.9,0.051,11.2,6.9
2016-02-10,35.1,12.0,24.8,0.016,10.8,5.4
2016-02-11,26.3,9.8,19.8,0.0,17.9,13.2
2016-02-12,21.0,-2.9,10.0,0.0,15.4,9.3
2016-02-13,18.8,-7.0,8.7,0.0,19.4,12.7
2016-02-14,8.1,-15.5,-5.3,0.0,17.1,13.4
2016-02-15,30.1,-13.2,7.0,0.079,11.2,6.6
2016-02-16,52.4,33.7,47.1,0.835,24.3,17.7
2016-02-17,44.9,29.3,36.7,0.0,12.4,8.7
2016-02-18,32.6,25.1,29.3,0.0,13.0,10.8
2016-02-19,39.8,22.7,29.5,0.0,11.8,7.2
2016-02-20,57.4,31.0,43.8,0.067,16.0,13.5
2016-02-21,51.3,36.0,44.2,0.0,14.0,9.8
2016-02-22,43.9,29.7,35.3,0.008,10.4,6.4
2016-02-23,37.9,27.4,32.8,0.051,11.7,8.5
2016-02-24,54.5,34.7,41.6,0.39,18.4,10.3
2016-02-25,57.8,40.7,53.0,0.476,24.4,17.7
2016-02-26,39.8,25.6,34.0,0.0,18.0,15.8
2016-02-27,38.2,23.1,29.5,0.0,14.3,9.9
2016-02-28,55.1,32.7,42.2,0.0,14.3,12.0
2016-02-29,58.5,41.3,48.1,0.0,15.4,13.7
2016-03-01,44.3,30.4,37.8,0.0,19.0,10.1
2016-03-02,50.8,27.0,40.9,0.303,19.5,16.0
2016-03-03,33.3,22.0,26.9,0.0,17.6,9.1
2016-03-04,34.0,26.1,29.7,0.102,16.7,7.5
2016-03-05,34.9,24.6,29.6,0.012,17.7,10.4
2016-03-06,40.7,26.9,32.5,0.0,7.9,5.5
2016-03-07,47.9,29.1,37.0,0.02,17.4,10.2
2016-03-08,52.7,30.7,40.6,0.0,9.3,6.0
2016-03-09,70.6,37.8,52.7,0.0,14.0,11.3
2016-03-10,60.7,55.4,58.0,0.327,14.1,7.7
2016-03-11,57.4,41.7,50.8,0.224,10.7,6.0
2016-03-12,57.1,33.9,45.0,0.0,13.8,8.8
2016-03-13,59.6,44.5,50.0,0.0,13.3,8.4
2016-03-14,43.6,36.1,39.2,0.224,16.1,12.6
2016-03-15,44.5,39.3,42.5,0.591,16.2,13.4
2016-03-16,50.7,40.4,44.5,0.083,13.0,8.3
2016-03-17,61.7,38.9,48.6,0.043,10.8,6.5
2016-03-18,52.0,37.2,44.3,0.016,15.0,11.4
2016-03-19,43.8,28.8,35.9,0.0,12.2,8.5
2016-03-20,37.0,27.0,31.5,0.004,12.2,9.3
2016-03-21,40.9,29.5,33.7,0.394,12.2,9.4
2016-03-22,47.9,25.9,36.3,0.0,14.1,11.9
2016-03-23,62.6,40.0,48.8,0.012,14.4,10.3
2016-03-24,43.0,37.4,39.8,0.0,15.6,11.9
2016-03-25,60.6,39.0,49.6,0.102,11.3,6.4
2016-03-26,43.9,32.6,38.3,0.0,12.8,9.2
2016-03-27,49.0,31.7,38.5,0.0,8.9,4.9
2016-03-28,44.3,34.3,39.3,0.496,15.1,8.2
2016-03-29,50.0,36.8,43.3,0.0,21.4,17.4
2016-03-30,56.4,30.1,42.3,0.0,15.5,9.9
2016-03-31,67.0,40.2,54.3,0.0,22.5,18.1
2016-04-01,65.1,54.9,60.7,0.067,18.7,15.8
2016-04-02,53.5,42.3,47.9,0.417,10.9,6.5
2016-04-03,42.3,27.5,35.2,0.516,22.8,14.8
2016-04-04,30.8,23.3,27.6,0.402,14.5,9.1
2016-04-05,34.5,20.3,27.5,0.0,15.2,11.1
2016-04-06,39.4,22.2,32.5,0.0,15.1,8.5
2016-04-07,55.5,37.1,48.5,1.02,21.8,15.4
2016-04-08,53.4,37.6,45.2,0.098,15.3,11.9
2016-04-09,49.0,30.4,38.6,0.0,13.2,7.0
2016-04-10,47.6,29.8,37.9,0.0,14.0,9.3
2016-04-11,56.9,35.0,46.3,0.004,18.2,13.3
2016-04-12,55.0,39.5,50.6,0.374,17.9,12.4
2016-04-13,52.0,32.6,42.0,0.0,9.8,6.9
2016-04-14,50.4,35.2,41.8,0.0,12.8,8.0
2016-04-15,54.4,35.4,44.0,0.0,13.1,9.9
2016-04-16,52.5,38.3,44.1,0.0,16.9,12.3
2016-04-17,60.6,36.1,47.1,0.0,9.1,7.2
2016-04-18,62.2,40.4,49.7,0.0,10.2,6.7
2016-04-19,55.9,41.9,47.6,0.039,10.3,6.0
2016-04-20,55.6,41.4,47.3,0.0,12.2,9.4
2016-04-21,71.9,38.0,54.5,0.0,12.5,8.5
2016-04-22,75.4,50.8,62.7,0.0,11.0,7.3
2016-04-23,62.4,48.7,57.4,0.264,12.6,6.4
2016-04-24,56.9,39.9,48.0,0.0,13.2,7.7
2016-04-25,61.1,39.3,50.2,0.0,7.0,3.2
2016-04-26,49.8,37.8,42.0,0.244,14.0,10.4
2016-04-27,60.4,32.7,46.8,0.0,11.5,6.5
2016-04-28,57.1,35.8,46.3,0.0,10.9,7.0
2016-04-29,53.3,42.0,46.4,0.0,10.0,7.6
2016-04-30,58.6,40.2,48.6,0.0,10.7,6.4
2016-05-01,52.6,42.3,46.5,0.15,8.5,6.1
2016-05-02,50.8,44.0,47.1,0.181,8.3,6.1
2016-05-03,48.9,43.6,46.1,0.28,5.7,4.0
2016-05-04,48.3,43.9,45.7,0.047,14.3,9.6
2016-05-05,46.1,42.8,44.3,0.209,18.1,15.3
2016-05-06,52.4,42.8,47.4,0.094,15.5,10.0
2016-05-07,51.2,45.4,48.0,0.004,9.2,6.9
2016-05-08,59.6,47.6,52.7,0.071,14.7,9.6
2016-05-09,61.6,43.8,51.4,0.0,15.7,10.9
2016-05-10,68.0,40.3,53.8,0.0,9.1,7.1
2016-05-11,72.7,44.5,59.0,0.0,8.8,4.7
2016-05-12,73.0,47.9,59.9,0.0,9.8,7.0
2016-05-13,70.7,51.6,60.3,0.299,11.6,8.1
2016-05-14,74.8,53.8,64.0,0.024,12.9,9.0
2016-05-15,57.8,46.1,53.2,0.055,18.9,14.8
2016-05-16,55.5,40.4,48.0,0.0,21.4,16.1
2016-05-17,67.3,46.1,56.5,0.0,12.8,9.6
2016-05-18,62.3,47.9,55.0,0.0,12.0,7.4
2016-05-19,64.1,49.6,55.8,0.047,7.9,3.2
2016-05-20,70.4,45.9,59.2,0.0,10.1,5.6
2016-05-21,70.7,52.3,61.3,0.0,10.8,7.8
2016-05-22,62.6,52.2,57.2,0.075,9.2,5.4
2016-05-23,71.3,48.8,60.1,0.008,8.2,5.3
2016-05-24,58.3,52.6,55.4,0.051,12.4,8.5
2016-05-25,85.7,50.2,68.2,0.0,11.5,5.5
2016-05-26,81.0,60.7,70.1,0.0,11.2,6.9
2016-05-27,83.6,58.7,70.2,0.0,12.4,6.3
2016-05-28,89.3,65.0,77.3,0.0,11.3,7.9
2016-05-29,72.0,55.8,62.8,0.0,9.0,7.4
2016-05-30,71.2,55.6,63.1,0.748,12.0,5.6
2016-05-31,83.9,66.8,74.2,0.0,11.2,8.5
2016-06-01,70.6,57.2,65.0,0.0,11.2,8.7
2016-06-02,66.1,55.0,59.0,0.0,9.7,7.4
2016-06-03,70.7,56.0,62.7,0.0,7.6,4.6
2016-06-04,78.2,62.2,68.5,0.0,8.2,5.9
2016-06-05,65.9,60.9,63.7,0.567,12.8,9.1
2016-06-06,79.8,63.2,71.4,0.031,11.1,8.6
2016-06-07,81.7,63.5,72.0,0.071,10.1,7.2
2016-06-08,71.8,58.4,63.6,0.094,14.5,11.7
2016-06-09,65.0,53.9,58.9,0.0,18.3,14.5
2016-06-10,67.0,52.4,59.2,0.0,12.0,7.0
2016-06-11,72.4,52.1,60.5,0.197,8.5,4.9
2016-06-12,73.3,54.2,64.3,0.0,17.7,12.9
2016-06-13,69.2,52.7,61.5,0.0,16.8,13.7
2016-06-14,76.3,55.3,65.0,0.0,12.9,9.3
2016-06-15,81.2,59.6,70.3,0.0,11.0,7.4
2016-06-16,80.2,60.7,70.3,0.0,7.4,4.3
2016-06-17,75.5,58.1,67.1,0.0,9.8,6.4
2016-06-18,76.6,56.9,66.7,0.0,10.2,8.5
2016-06-19,84.5,56.6,69.1,0.0,15.1,9.7
2016-06-20,85.9,59.9,72.0,0.0,13.5,10.6
2016-06-21,89.7,65.2,76.6,0.13,12.7,10.3
2016-06-22,81.6,59.8,70.7,0.012,12.4,6.5
2016-06-23,84.7,58.5,70.0,0.0,10.5,5.6
2016-06-24,77.9,60.4,68.7,0.0,10.5,7.4
2016-06-25,78.7,59.8,68.9,0.0,9.1,5.7
2016-06-26,86.6,59.0,72.4,0.0,11.8,6.8
2016-06-27,87.5,64.9,74.4,0.0,15.4,11.8
2016-06-28,80.0,68.4,73.0,0.016,12.1,9.5
2016-06-29,81.1,67.1,71.9,0.213,8.3,6.8
2016-06-30,83.9,64.5,73.8,0.0,9.4,6.6
2016-07-01,82.8,66.8,73.9,0.075,13.6,8.8
2016-07-02,78.0,65.3,71.2,0.051,12.8,9.9
2016-07-03,80.3,60.6,71.0,0.0,9.7,7.2
2016-07-04,86.5,62.3,74.9,0.0,11.9,8.2
2016-07-05,80.0,66.9,72.0,0.331,10.7,5.1
2016-07-06,93.0,69.2,80.6,0.0,9.8,6.7
2016-07-07,80.7,69.3,75.4,0.0,9.7,5.3
2016-07-08,72.4,61.7,66.1,0.047,11.7,9.7
2016-07-09,66.1,60.7,62.7,0.134,10.7,8.1
2016-07-10,67.7,60.2,62.6,0.209,7.3,5.0
2016-07-11,76.8,61.1,67.3,0.039,7.3,3.9
2016-07-12,85.7,60.3,73.7,0.0,11.1,7.1
2016-07-13,87.9,66.8,76.8,0.0,13.5,9.7
2016-07-14,85.1,68.6,76.0,0.043,16.2,12.1
2016-07-15,93.7,71.8,82.4,0.028,10.7,6.7
2016-07-16,92.1,70.6,81.4,0.0,8.6,6.6
2016-07-17,85.7,71.8,76.3,0.138,5.7,3.8
2016-07-18,93.8,69.9,79.9,0.008,15.5,9.4
2016-07-19,82.2,69.2,76.1,0.0,10.3,7.6
2016-07-20,83.7,61.8,73.5,0.0,8.1,6.3
2016-07-21,91.1,64.1,78.1,0.0,11.8,6.7
2016-07-22,95.5,72.0,83.4,0.0,14.3,12.7
2016-07-23,93.9,74.7,83.7,0.0,14.0,7.1
2016-07-24,91.1,68.9,79.3,0.0,10.3,5.3
2016-07-25,95.0,68.6,81.0,0.031,12.5,6.5
2016-07-26,93.5,73.6,82.9,0.0,10.5,8.1
2016-07-27,92.5,70.7,81.6,0.0,8.1,5.5
2016-07-28,94.7,71.4,83.2,0.0,10.6,6.8
2016-07-29,77.7,72.2,75.1,0.512,7.6,5.2
2016-07-30,84.4,68.6,76.0,0.012,8.1,5.9
2016-07-31,73.9,67.1,70.4,0.543,8.2,5.0
2016-08-01,74.7,66.9,69.8,0.217,9.7,6.8
2016-08-02,75.5,65.9,69.6,0.067,8.0,5.2
2016-08-03,80.7,62.4,71.4,0.0,7.5,5.6
2016-08-04,84.6,62.3,73.2,0.0,10.8,6.6
2016-08-05,86.6,63.5,74.6,0.0,13.2,9.1
2016-08-06,86.6,69.7,76.3,0.138,11.8,9.3
2016-08-07,84.8,67.6,76.8,0.0,9.5,6.9
2016-08-08,85.3,64.6,75.2,0.0,7.3,4.8
2016-08-09,87.2,64.1,75.6,0.0,10.6,7.4
2016-08-10,76.9,68.1,73.1,0.323,12.0,9.1
2016-08-11,93.0,72.6,81.9,0.0,10.0,7.4
2016-08-12,95.9,76.4,82.8,0.161,12.2,9.7
2016-08-13,82.1,71.1,75.1,0.0,10.2,7.1
2016-08-14,93.3,71.1,82.3,0.008,10.8,7.8
2016-08-15,88.2,74.3,80.4,0.0,9.4,6.0
2016-08-16,86.9,68.7,76.5,0.114,13.9,5.7
2016-08-17,84.2,73.1,79.4,0.0,16.4,12.4
2016-08-18,88.2,66.9,77.5,0.0,7.0,4.8
2016-08-19,84.8,70.4,76.9,0.0,7.9,6.2
2016-08-20,83.3,68.9,75.0,0.016,11.6,7.2
2016-08-21,85.5,65.9,74.6,0.0,11.9,8.6
2016-08-22,79.3,64.5,72.3,0.575,13.1,10.9
2016-08-23,80.7,59.2,69.9,0.0,8.4,6.1
2016-08-24,88.1,62.6,75.2,0.0,9.9,6.5
2016-08-25,87.5,67.1,76.5,0.0,13.2,10.5
2016-08-26,88.5,71.3,78.8,0.0,9.7,6.7
2016-08-27,85.8,67.7,76.3,0.0,9.7,6.5
2016-08-28,85.5,67.2,75.1,0.0,12.2,6.3
2016-08-29,88.6,69.6,77.5,0.004,10.9,9.6
2016-08-30,84.8,62.2,73.6,0.0,8.8,4.9
2016-08-31,87.0,66.8,75.8,0.0,9.6,7.9
2016-09-01,80.9,67.9,73.1,0.264,9.9,5.0
2016-09-02,75.2,63.4,68.3,0.016,10.1,7.9
2016-09-03,72.4,62.1,66.4,0.0,7.3,5.1
2016-09-04,73.1,60.5,65.9,0.0,14.0,10.4
2016-09-05,69.8,60.9,64.7,0.075,20.5,15.7
2016-09-06,72.7,64.3,67.9,0.264,18.6,12.0
2016-09-07,78.5,65.9,71.0,0.028,9.3,7.2
2016-09-08,78.0,67.9,72.2,0.004,9.8,4.5
2016-09-09,90.3,71.9,79.6,0.004,10.5,7.0
2016-09-10,78.5,69.9,74.1,0.0,11.7,7.1
2016-09-11,80.3,65.7,74.4,0.161,18.1,12.2
2016-09-12,76.2,56.5,66.6,0.0,10.4,5.5
2016-09-13,82.4,58.3,69.7,0.0,12.1,8.9
2016-09-14,87.5,64.7,74.0,0.0,14.1,10.8
2016-09-15,68.4,57.4,62.6,0.0,12.3,8.5
2016-09-16,73.0,54.2,62.9,0.0,10.6,5.3
2016-09-17,77.6,54.6,65.6,0.0,11.9,8.3
2016-09-18,78.8,64.7,72.3,0.039,13.9,9.9
2016-09-19,73.3,66.8,70.3,0.492,8.1,4.8
2016-09-20,80.2,65.9,71.7,0.094,7.8,3.9
2016-09-21,82.1,65.0,72.2,0.0,8.1,5.3
2016-09-22,82.4,59.8,70.5,0.0,8.7,5.3
2016-09-23,81.7,60.1,69.1,0.138,13.1,7.5
2016-09-24,66.5,54.6,59.6,0.126,11.0,8.1
2016-09-25,65.3,49.5,56.7,0.0,12.4,10.8
