time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,windspeed_10m_max,windspeed_10m_mean
2016-09-26,66.9,46.1,56.9,0.0,10.8,6.1
2016-09-27,71.1,56.9,63.1,0.335,10.1,5.4
2016-09-28,61.1,57.6,59.3,0.012,17.3,13.6
2016-09-29,58.3,54.5,56.5,0.004,17.1,15.2
2016-09-30,58.7,54.7,56.4,0.299,16.2,14.0
2016-10-01,58.6,53.6,55.9,0.61,15.0,13.6
2016-10-02,59.5,54.0,56.1,0.016,11.6,7.3
2016-10-03,68.6,54.1,60.2,0.0,8.2,5.7
2016-10-04,62.3,51.5,57.5,0.016,12.0,9.6
2016-10-05,62.5,49.1,54.6,0.0,9.3,6.7
2016-10-06,70.4,45.6,56.2,0.0,7.2,3.4
2016-10-07,73.2,48.8,59.8,0.0,6.9,4.7
2016-10-08,72.6,48.4,60.2,0.0,8.6,5.5
2016-10-09,62.5,50.0,56.3,1.846,19.3,11.5
2016-10-10,57.9,45.7,50.4,0.15,18.2,15.4
2016-10-11,61.5,41.4,50.6,0.0,10.1,5.1
2016-10-12,65.0,46.3,54.2,0.0,8.3,5.2
2016-10-13,69.7,49.5,58.8,0.031,11.9,7.1
2016-10-14,57.9,45.2,51.2,0.0,14.5,8.7
2016-10-15,57.5,42.5,49.0,0.0,8.5,5.9
2016-10-16,68.7,45.2,56.1,0.0,12.5,10.6
2016-10-17,74.1,59.0,65.3,0.004,12.3,6.2
2016-10-18,75.5,58.0,65.3,0.024,15.7,7.4
2016-10-19,78.7,58.9,69.2,0.0,15.3,8.9
2016-10-20,62.2,54.4,57.8,0.012,11.3,9.5
2016-10-21,72.1,58.7,64.8,0.276,12.4,8.2
2016-10-22,63.9,44.0,55.3,0.189,18.7,9.6
2016-10-23,56.2,44.3,49.3,0.02,20.8,17.2
2016-10-24,58.1,47.2,51.9,0.008,14.3,12.2
2016-10-25,47.1,39.7,43.7,0.0,15.9,13.3
2016-10-26,46.8,36.6,40.9,0.0,13.5,11.5
2016-10-27,48.4,33.7,41.3,0.409,14.1,7.2
2016-10-28,51.7,43.4,46.9,0.433,23.9,16.8
2016-10-29,55.3,39.8,47.5,0.0,12.6,9.1
2016-10-30,62.0,47.5,55.0,0.299,12.2,7.2
2016-10-31,51.5,39.8,45.3,0.02,13.3,10.6
2016-11-01,53.1,35.0,43.7,0.0,8.7,5.3
2016-11-02,67.3,43.5,54.5,0.0,9.2,6.0
2016-11-03,62.8,49.7,54.9,0.169,13.9,7.8
2016-11-04,54.0,39.9,47.5,0.0,12.0,9.8
2016-11-05,53.8,34.1,43.8,0.0,9.5,6.5
2016-11-06,49.6,41.0,45.5,0.071,13.8,10.5
2016-11-07,47.4,36.8,42.0,0.0,13.0,8.7
2016-11-08,60.5,34.7,44.9,0.0,6.7,4.5
2016-11-09,60.5,39.9,48.5,0.043,11.2,7.0
2016-11-10,52.0,37.2,44.6,0.0,13.1,9.2
2016-11-11,55.7,38.0,46.4,0.0,18.4,15.1
2016-11-12,47.1,32.4,39.1,0.0,16.9,11.6
2016-11-13,58.1,39.0,46.1,0.0,12.7,9.9
2016-11-14,62.1,37.3,47.5,0.0,9.3,7.7
2016-11-15,55.9,41.8,47.8,0.756,15.3,8.0
2016-11-16,56.0,46.9,52.1,0.008,11.3,8.3
2016-11-17,55.9,44.4,48.3,0.0,12.4,9.6
2016-11-18,59.5,41.0,48.2,0.0,12.0,9.2
2016-11-19,52.9,40.0,46.8,0.0,8.4,6.3
2016-11-20,48.8,35.0,43.3,0.181,20.1,13.1
2016-11-21,37.1,30.7,33.3,0.0,18.4,16.8
2016-11-22,41.1,30.4,34.0,0.0,16.2,14.7
2016-11-23,42.9,30.7,34.7,0.0,14.4,11.9
2016-11-24,44.6,31.7,37.8,0.063,7.2,4.7
2016-11-25,46.5,40.9,43.2,0.028,8.4,5.7
2016-11-26,44.8,37.4,40.6,0.02,10.1,5.9
2016-11-27,45.0,33.8,38.4,0.0,13.3,11.5
2016-11-28,44.7,31.0,36.1,0.0,10.2,7.4
2016-11-29,51.7,33.3,42.6,0.732,18.5,9.9
2016-11-30,51.3,40.9,45.4,0.331,12.2,8.1
2016-12-01,53.9,42.5,49.0,0.394,15.9,12.2
2016-12-02,49.4,38.0,42.6,0.0,14.2,11.7
2016-12-03,44.0,34.6,39.1,0.0,18.4,14.9
2016-12-04,40.6,28.8,34.3,0.0,13.7,9.4
2016-12-05,38.0,28.5,33.1,0.118,13.0,6.0
2016-12-06,41.8,29.2,34.7,0.0,12.3,8.0
2016-12-07,41.5,34.8,37.8,0.138,7.8,4.3
2016-12-08,44.3,28.9,35.8,0.0,13.5,8.0
2016-12-09,34.4,26.7,31.2,0.0,15.7,14.2
2016-12-10,30.0,22.4,25.5,0.0,14.1,12.0
2016-12-11,34.5,21.1,26.8,0.008,7.1,5.5
2016-12-12,43.5,28.9,35.3,0.52,12.4,9.1
2016-12-13,40.5,29.5,34.0,0.0,13.4,9.0
2016-12-14,38.8,26.3,33.1,0.0,12.7,8.5
2016-12-15,30.1,17.8,24.8,0.012,24.4,17.5
2016-12-16,19.0,4.4,12.0,0.008,22.1,12.4
2016-12-17,35.4,19.6,27.6,0.508,8.6,5.3
2016-12-18,53.4,31.7,43.2,0.201,19.7,15.3
2016-12-19,29.8,20.9,24.4,0.0,13.1,9.0
2016-12-20,33.5,18.4,25.1,0.0,11.4,6.2
2016-12-21,41.4,27.1,32.1,0.0,11.7,9.2
2016-12-22,38.0,28.0,32.0,0.051,13.0,6.8
2016-12-23,43.8,27.5,34.1,0.0,13.1,10.1
2016-12-24,41.3,32.5,36.6,0.287,13.8,11.1
2016-12-25,39.5,26.5,33.0,0.0,14.4,10.9
2016-12-26,42.1,25.4,31.3,0.016,15.1,9.4
2016-12-27,52.6,33.5,46.7,0.051,24.1,15.9
2016-12-28,39.4,28.0,33.4,0.0,12.6,9.2
2016-12-29,37.9,28.1,33.7,1.043,19.7,8.8
2016-12-30,37.3,26.3,33.0,0.031,18.1,16.6
2016-12-31,40.8,22.2,29.9,0.031,15.0,12.3
2017-01-01,42.4,28.2,36.6,0.138,15.9,11.2
2017-01-02,41.0,24.5,32.9,0.0,7.1,3.4
2017-01-03,44.2,40.4,41.8,0.969,18.5,14.0
2017-01-04,48.1,34.7,41.7,0.043,15.3,9.8
2017-01-05,33.1,25.9,29.0,0.0,16.4,10.8
2017-01-06,31.9,23.3,27.6,0.075,7.3,5.5
2017-01-07,24.3,17.1,21.1,0.394,17.4,10.4
2017-01-08,19.6,6.5,12.7,0.035,12.8,8.4
2017-01-09,16.2,-2.6,7.3,0.0,8.5,6.1
2017-01-10,40.4,2.6,20.4,0.067,12.5,7.3
2017-01-11,52.2,36.0,44.4,0.22,22.2,12.4
2017-01-12,61.3,38.5,51.2,0.35,17.4,13.2
2017-01-13,56.3,26.4,41.5,0.0,17.3,13.2
2017-01-14,31.9,17.7,24.6,0.0,11.0,6.6
2017-01-15,35.9,24.4,29.0,0.0,10.2,6.6
2017-01-16,41.0,21.2,29.5,0.0,11.2,6.3
2017-01-17,41.8,27.0,34.4,0.201,12.0,7.6
2017-01-18,40.5,33.9,37.9,0.28,11.7,9.9
2017-01-19,46.2,31.9,37.3,0.012,7.7,5.1
2017-01-20,42.1,27.0,35.1,0.0,6.3,3.9
2017-01-21,54.8,32.1,42.8,0.0,9.0,5.5
2017-01-22,46.9,37.8,41.2,0.035,14.6,8.0
2017-01-23,39.5,35.8,37.7,0.165,22.8,18.8
2017-01-24,41.4,34.4,38.1,0.803,25.9,20.4
2017-01-25,42.3,33.7,37.3,0.083,16.3,12.7
2017-01-26,49.5,36.2,41.5,0.098,16.3,9.7
2017-01-27,42.0,34.6,38.3,0.0,20.6,15.1
2017-01-28,39.9,30.6,34.9,0.0,15.9,11.8
2017-01-29,41.8,27.5,33.0,0.0,15.8,8.8
2017-01-30,37.8,24.0,29.4,0.0,11.2,6.6
2017-01-31,32.4,18.9,24.9,0.028,11.2,5.7
2017-02-01,43.2,24.8,31.7,0.094,17.5,7.1
2017-02-02,39.2,25.2,30.9,0.008,13.5,8.5
2017-02-03,34.0,21.8,27.4,0.0,11.5,8.6
2017-02-04,35.3,20.2,25.8,0.0,15.9,11.0
2017-02-05,42.5,23.0,31.8,0.0,15.6,9.4
2017-02-06,35.6,28.2,32.1,0.0,14.2,10.1
2017-02-07,38.8,28.7,34.1,0.563,17.4,11.4
2017-02-08,54.0,28.8,40.9,0.024,12.5,7.5
2017-02-09,33.4,11.4,25.4,0.925,22.6,14.7
2017-02-10,17.1,6.1,11.5,0.004,18.7,10.5
2017-02-11,31.4,13.0,22.0,0.079,8.9,5.4
2017-02-12,35.3,14.7,27.1,0.657,16.1,9.9
2017-02-13,34.7,21.6,28.8,0.339,22.6,16.1
2017-02-14,32.1,16.0,22.6,0.0,13.3,7.0
2017-02-15,40.2,15.1,29.3,0.138,9.5,6.0
2017-02-16,34.6,24.8,31.5,0.079,15.3,12.8
2017-02-17,35.4,18.0,26.4,0.0,13.0,10.4
2017-02-18,46.8,14.1,33.1,0.0,14.0,8.8
2017-02-19,52.5,38.1,44.4,0.0,12.7,8.6
2017-02-20,41.4,28.8,36.0,0.0,14.1,9.2
2017-02-21,41.3,24.2,32.8,0.0,9.9,6.2
2017-02-22,57.2,34.1,43.1,0.0,8.7,5.8
2017-02-23,66.1,37.0,49.8,0.0,12.8,8.4
2017-02-24,70.7,50.8,58.1,0.008,14.7,9.7
2017-02-25,66.9,53.0,58.0,0.102,14.6,10.8
2017-02-26,46.4,31.4,38.9,0.043,18.1,13.8
2017-02-27,52.2,27.5,38.9,0.0,17.7,11.3
2017-02-28,50.4,35.1,43.6,0.0,10.7,6.2
2017-03-01,61.2,46.8,54.6,0.197,19.2,13.6
2017-03-02,60.4,29.8,44.1,0.0,24.4,17.7
2017-03-03,36.0,23.3,29.2,0.0,14.9,9.7
2017-03-04,23.6,11.6,17.2,0.004,23.6,15.7
2017-03-05,32.0,9.4,19.4,0.0,16.9,14.0
2017-03-06,39.4,16.0,25.9,0.0,9.7,5.8
2017-03-07,45.9,27.5,37.8,0.087,11.0,7.7
2017-03-08,54.4,43.0,49.6,0.091,16.8,12.3
2017-03-09,49.2,38.7,43.9,0.0,22.2,14.3
2017-03-10,36.9,25.4,31.7,0.362,15.9,4.6
2017-03-11,23.5,9.8,16.8,0.008,23.4,15.7
2017-03-12,28.2,8.8,17.7,0.0,14.7,12.1
2017-03-13,35.4,13.0,22.8,0.0,13.5,7.3
2017-03-14,36.6,23.3,31.3,1.673,32.6,18.1
2017-03-15,29.0,16.7,23.0,0.0,17.9,13.7
2017-03-16,31.6,16.3,23.1,0.0,13.4,10.8
2017-03-17,37.3,13.4,24.2,0.0,9.1,7.1
2017-03-18,34.4,10.7,25.3,0.016,10.9,7.7
2017-03-19,36.1,29.7,32.8,0.024,17.0,10.9
2017-03-20,51.1,26.6,37.5,0.0,13.4,9.9
2017-03-21,52.6,29.2,41.2,0.0,11.1,6.9
2017-03-22,37.8,17.5,29.1,0.004,21.7,15.7
2017-03-23,36.0,15.1,24.8,0.0,14.9,10.6
2017-03-24,43.3,23.4,35.1,0.098,15.0,9.1
2017-03-25,44.2,31.5,39.1,0.22,10.0,6.0
2017-03-26,39.3,26.6,34.2,0.024,13.6,8.9
2017-03-27,42.3,36.3,38.9,0.421,8.2,5.8
2017-03-28,41.4,34.9,37.8,0.406,8.0,5.3
2017-03-29,48.1,36.0,40.9,0.201,14.7,9.9
2017-03-30,48.2,28.9,38.5,0.0,11.4,7.5
2017-03-31,39.1,33.9,36.3,0.571,17.9,9.0
2017-04-01,36.1,32.4,34.6,1.701,17.5,15.2
2017-04-02,48.4,24.8,37.8,0.0,10.3,6.6
2017-04-03,54.0,22.5,40.6,0.0,8.8,5.7
2017-04-04,42.8,39.2,40.9,0.933,17.5,11.7
2017-04-05,48.9,36.7,39.8,0.0,12.2,7.3
2017-04-06,53.3,36.1,40.3,0.677,15.2,10.1
2017-04-07,54.1,39.6,47.9,0.012,17.1,12.8
2017-04-08,47.2,35.2,41.5,0.0,18.3,12.6
2017-04-09,63.4,33.3,48.4,0.0,9.8,7.4
2017-04-10,73.1,43.5,56.9,0.0,14.3,10.5
2017-04-11,81.9,51.9,65.0,0.0,12.1,9.7
2017-04-12,60.3,50.3,55.4,0.138,8.3,4.9
2017-04-13,59.4,41.4,50.1,0.0,12.3,8.8
2017-04-14,59.6,37.5,48.2,0.0,11.4,6.2
2017-04-15,66.9,36.9,52.3,0.031,17.4,10.6
2017-04-16,81.9,53.8,69.0,0.031,17.8,14.8
2017-04-17,71.6,53.1,63.8,0.012,15.8,10.4
2017-04-18,51.7,40.9,46.1,0.0,16.0,9.7
2017-04-19,54.9,39.1,44.8,0.059,15.0,8.3
2017-04-20,57.0,43.2,48.8,0.004,11.2,7.3
2017-04-21,46.4,43.8,45.4,0.508,14.0,10.2
2017-04-22,47.1,42.8,44.7,0.114,9.0,6.7
2017-04-23,60.7,38.5,49.4,0.0,11.0,6.6
2017-04-24,65.2,41.9,53.7,0.0,10.3,6.8
2017-04-25,48.7,46.3,47.2,0.543,15.3,11.2
2017-04-26,60.4,48.5,53.7,0.5,12.9,7.7
2017-04-27,65.7,50.9,55.4,0.0,10.3,5.0
2017-04-28,77.5,56.4,65.5,0.051,8.8,6.1
2017-04-29,80.5,60.0,68.9,0.0,18.5,10.3
2017-04-30,59.9,46.0,49.8,0.0,12.4,9.1
2017-05-01,50.4,45.9,47.7,0.0,9.5,7.1
2017-05-02,69.0,47.7,60.4,0.122,17.5,10.1
2017-05-03,61.2,45.2,53.8,0.004,18.2,11.8
2017-05-04,56.4,40.5,49.7,0.0,11.4,7.0
2017-05-05,51.4,44.9,48.4,1.039,15.2,8.6
2017-05-06,65.8,49.1,58.7,0.488,13.0,8.8
2017-05-07,63.2,48.4,55.2,0.004,16.8,12.1
2017-05-08,53.7,42.4,47.8,0.004,15.4,10.3
2017-05-09,52.3,37.1,45.7,0.035,9.2,3.8
2017-05-10,56.8,37.8,48.6,0.02,9.2,5.0
2017-05-11,53.1,44.5,48.6,0.004,14.2,7.2
2017-05-12,52.7,44.5,48.7,0.012,8.7,5.8
2017-05-13,52.4,42.0,47.6,0.094,11.7,6.7
2017-05-14,47.8,45.2,46.6,0.819,17.2,14.1
2017-05-15,58.4,44.9,51.3,0.22,20.3,13.2
2017-05-16,75.6,51.6,63.3,0.0,12.4,9.4
2017-05-17,85.5,54.8,71.3,0.0,13.1,8.6
2017-05-18,90.7,69.0,80.0,0.0,14.3,10.8
2017-05-19,84.6,58.6,74.9,0.031,15.0,11.1
2017-05-20,60.3,51.1,55.9,0.0,11.5,7.3
2017-05-21,61.2,46.4,54.9,0.0,9.6,7.1
2017-05-22,56.6,51.2,53.5,0.055,9.0,5.5
2017-05-23,68.9,51.7,59.4,0.028,6.4,4.8
2017-05-24,62.7,53.2,58.0,0.0,5.7,3.9
2017-05-25,54.9,50.6,53.0,0.374,16.2,11.4
2017-05-26,57.9,48.5,53.4,0.764,20.8,9.9
2017-05-27,64.6,52.0,57.1,0.0,10.3,5.8
2017-05-28,67.6,53.2,60.0,0.004,9.4,5.6
2017-05-29,54.0,49.5,50.9,0.039,13.2,8.2
2017-05-30,61.3,49.2,55.1,0.0,8.6,5.0
2017-05-31,67.2,53.6,59.3,0.35,7.6,4.9
2017-06-01,75.2,56.2,64.5,0.008,13.5,8.4
2017-06-02,67.9,50.9,59.8,0.075,15.6,8.7
2017-06-03,64.3,47.4,56.4,0.142,12.7,7.0
2017-06-04,71.3,48.0,59.9,0.189,9.1,6.2
2017-06-05,58.0,53.0,55.4,0.299,14.5,11.1
2017-06-06,52.7,49.0,50.6,0.571,17.3,13.1
2017-06-07,64.8,49.5,55.9,0.122,9.0,6.0
2017-06-08,73.9,48.2,61.3,0.0,8.8,4.9
2017-06-09,74.5,53.1,63.7,0.051,16.8,7.4
2017-06-10,81.9,57.6,70.4,0.0,13.9,8.2
2017-06-11,89.0,64.9,77.3,0.0,15.4,10.9
2017-06-12,92.7,70.5,81.2,0.0,11.1,7.9
2017-06-13,91.6,71.3,80.4,0.083,10.7,8.1
2017-06-14,73.8,60.1,68.1,0.016,9.9,6.4
2017-06-15,74.8,54.7,64.3,0.0,13.7,6.7
2017-06-16,73.7,59.1,64.1,0.665,12.4,8.3
2017-06-17,71.0,60.3,65.0,0.11,7.3,3.8
2017-06-18,80.6,66.6,72.7,0.075,16.8,11.3
2017-06-19,83.6,70.5,75.7,0.087,19.7,13.9
2017-06-20,81.7,67.5,73.9,0.358,15.6,11.3
2017-06-21,80.0,63.0,71.2,0.055,14.2,8.5
2017-06-22,81.8,59.5,71.4,0.0,10.7,6.7
2017-06-23,85.9,68.0,75.1,0.154,14.8,9.2
2017-06-24,84.4,69.3,76.0,0.358,13.8,10.6
2017-06-25,81.0,63.9,72.2,0.008,11.7,8.0
2017-06-26,76.5,60.1,68.6,0.012,11.2,7.4
2017-06-27,73.7,58.5,65.1,0.343,14.2,6.5
2017-06-28,75.0,54.1,65.4,0.0,13.5,8.5
2017-06-29,78.4,59.7,69.1,0.0,13.6,9.6
2017-06-30,83.4,67.6,73.3,0.461,14.5,11.1
2017-07-01,83.5,69.3,75.0,0.126,17.3,11.6
2017-07-02,87.1,71.3,78.0,0.063,12.5,9.2
2017-07-03,85.8,67.0,76.3,0.0,13.2,8.9
2017-07-04,83.8,62.8,73.2,0.0,9.2,4.7
2017-07-05,80.4,60.1,71.4,0.0,12.3,6.2
2017-07-06,83.3,61.4,72.0,0.0,13.8,7.5
2017-07-07,70.9,62.5,66.2,0.445,10.2,5.7
2017-07-08,82.4,61.3,71.6,0.157,13.1,7.8
2017-07-09,82.1,62.4,72.2,0.0,11.5,8.6
2017-07-10,85.2,62.9,74.0,0.0,12.2,8.9
2017-07-11,80.0,67.8,72.5,0.669,10.7,6.5
2017-07-12,83.7,68.7,75.0,0.768,6.8,4.5
2017-07-13,71.0,58.3,65.8,0.217,11.7,7.1
2017-07-14,66.9,60.4,63.5,0.024,8.3,5.9
2017-07-15,76.0,62.1,67.6,0.291,7.4,3.1
2017-07-16,83.7,63.7,74.2,0.0,8.3,4.9
2017-07-17,84.6,66.8,75.3,0.0,11.4,6.5
2017-07-18,82.4,69.3,74.5,0.047,10.4,6.5
2017-07-19,90.9,70.8,79.4,0.024,10.7,6.2
2017-07-20,89.8,68.3,79.3,0.039,9.8,5.5
2017-07-21,90.6,66.6,78.4,0.016,12.9,6.9
2017-07-22,86.3,68.7,76.8,0.0,10.4,5.6
2017-07-23,73.2,65.2,70.0,0.0,12.5,8.7
2017-07-24,66.3,59.4,62.1,1.598,17.7,11.0
2017-07-25,67.0,57.4,61.1,0.028,10.6,6.6
2017-07-26,77.3,56.7,67.8,0.0,8.8,5.6
2017-07-27,75.3,61.0,67.3,0.091,11.3,8.5
2017-07-28,79.4,64.8,71.7,0.012,8.9,5.3
2017-07-29,69.3,59.5,65.2,0.0,12.8,9.4
2017-07-30,77.9,57.6,66.1,0.0,12.6,7.5
2017-07-31,82.6,56.6,70.7,0.0,11.0,5.4
2017-08-01,80.4,65.3,74.2,0.0,8.8,6.1
2017-08-02,83.3,68.5,74.8,0.071,8.3,4.2
2017-08-03,85.1,68.4,74.7,0.028,11.5,7.4
2017-08-04,86.1,66.1,74.7,0.004,13.3,8.0
2017-08-05,75.2,67.5,71.0,0.717,16.6,8.7
2017-08-06,79.8,59.6,68.6,0.0,15.8,10.7
2017-08-07,77.1,60.0,68.0,0.059,11.1,7.3
2017-08-08,73.1,64.2,66.9,0.004,7.4,5.1
2017-08-09,85.2,59.3,71.7,0.0,10.7,6.4
2017-08-10,82.6,63.2,73.0,0.0,7.6,4.8
2017-08-11,79.6,62.1,71.9,0.0,11.4,5.8
2017-08-12,79.0,63.4,70.8,0.004,9.8,5.6
2017-08-13,85.5,68.0,75.8,0.004,11.9,8.3
2017-08-14,81.2,60.9,71.9,0.0,9.6,4.2
2017-08-15,76.9,65.3,70.9,0.028,10.6,7.2
2017-08-16,86.9,66.7,75.0,0.0,9.9,7.0
2017-08-17,84.6,60.9,72.2,0.0,7.8,5.4
2017-08-18,75.6,65.3,71.5,0.453,18.0,8.9
2017-08-19,80.8,68.4,74.9,0.071,7.8,4.9
2017-08-20,82.5,67.3,74.5,0.0,11.9,7.8
2017-08-21,87.5,64.5,75.3,0.0,9.7,6.3
2017-08-22,86.5,69.2,77.7,0.028,14.8,10.6
2017-08-23,83.2,65.9,75.8,0.091,15.5,10.5
2017-08-24,81.5,60.0,70.3,0.0,10.3,5.5
2017-08-25,76.1,61.0,67.3,0.008,9.8,6.4
2017-08-26,76.6,55.1,65.5,0.0,11.3,5.0
2017-08-27,72.2,57.0,64.1,0.0,12.2,6.0
2017-08-28,72.4,55.9,64.1,0.0,11.7,5.9
2017-08-29,67.8,56.7,62.9,0.0,11.3,7.0
2017-08-30,72.4,59.4,63.8,0.209,11.5,7.8
2017-08-31,81.8,58.2,67.9,0.004,14.6,8.6
2017-09-01,68.9,52.7,60.2,0.0,13.5,10.6
2017-09-02,72.3,49.5,60.2,0.0,11.5,6.5
2017-09-03,65.9,56.9,59.9,0.437,13.7,8.9
2017-09-04,82.1,57.2,67.6,0.0,13.8,11.4
2017-09-05,85.6,65.4,73.8,0.028,15.8,13.2
2017-09-06,76.0,61.3,68.8,1.224,11.9,6.6
2017-09-07,73.2,60.3,65.2,0.693,11.3,8.5
2017-09-08,72.0,55.5,63.0,0.0,8.8,7.4
2017-09-09,66.7,53.2,60.5,0.016,8.1,5.4
2017-09-10,69.1,53.8,61.4,0.004,7.5,6.4
2017-09-11,79.0,53.7,65.1,0.0,8.6,7.0
2017-09-12,85.6,55.5,69.3,0.0,11.0,6.5
2017-09-13,79.8,58.3,69.1,0.11,10.9,5.4
2017-09-14,82.0,64.6,72.7,0.047,12.8,8.3
2017-09-15,78.0,66.6,70.5,0.465,7.2,3.9
2017-09-16,75.2,66.2,69.1,0.008,5.9,3.4
2017-09-17,75.8,65.7,68.5,0.0,8.5,4.2
2017-09-18,69.2,63.8,66.3,0.0,8.7,5.7
2017-09-19,67.2,63.4,64.4,0.433,15.4,11.2
2017-09-20,69.6,63.9,66.6,0.047,20.1,15.8
2017-09-21,70.6,64.9,68.6,0.0,18.4,15.6
2017-09-22,65.1,60.5,62.2,0.224,19.2,17.2
2017-09-23,75.5,61.4,66.5,0.0,13.7,8.2
2017-09-24,81.5,61.0,70.9,0.0,6.9,3.8
2017-09-25,80.1,66.1,71.2,0.0,7.7,4.0
2017-09-26,81.9,65.8,72.4,0.0,7.0,4.5
2017-09-27,85.6,65.3,74.2,0.016,11.1,6.9
2017-09-28,76.4,58.0,70.9,0.0,14.0,10.8
2017-09-29,67.6,51.7,58.5,0.0,11.4,6.2
2017-09-30,57.1,50.3,54.4,0.402,14.8,7.3
2017-10-01,66.8,45.1,54.5,0.0,7.6,5.4
2017-10-02,66.7,48.2,56.1,0.0,10.0,6.4
2017-10-03,66.1,48.3,56.7,0.0,10.1,4.9
2017-10-04,77.4,51.2,62.4,0.0,14.1,10.4
2017-10-05,80.5,63.0,70.0,0.0,13.5,8.8
2017-10-06,73.8,55.0,63.4,0.0,7.1,4.5
2017-10-07,77.8,57.2,66.2,0.0,12.5,6.6
2017-10-08,74.1,66.3,71.2,0.161,19.3,13.3
2017-10-09,76.5,69.3,71.6,0.575,16.7,10.2
2017-10-10,79.2,60.9,70.6,0.0,11.7,8.1
2017-10-11,66.4,59.1,61.8,0.008,10.3,7.1
2017-10-12,58.0,49.3,54.4,0.0,14.1,10.6
2017-10-13,62.7,49.1,55.7,0.0,10.4,6.5
2017-10-14,66.9,56.0,60.4,0.071,4.5,2.8
2017-10-15,74.0,56.2,64.9,0.016,17.6,10.9
2017-10-16,67.6,46.5,57.8,0.047,17.1,11.4
2017-10-17,57.5,40.5,47.8,0.0,10.1,7.0
2017-10-18,70.4,47.2,56.4,0.0,10.8,7.3
2017-10-19,72.3,49.5,59.1,0.0,14.1,9.9
2017-10-20,69.0,54.5,60.8,0.0,11.7,8.9
2017-10-21,77.1,48.4,60.6,0.0,7.7,4.9
2017-10-22,67.5,50.6,57.4,0.0,7.7,4.7
2017-10-23,70.8,50.1,59.6,0.008,9.4,4.2
2017-10-24,73.4,64.5,68.6,0.126,20.4,15.0
2017-10-25,67.7,59.5,64.6,1.169,19.6,11.0
2017-10-26,61.6,48.8,57.0,1.173,16.8,7.4
2017-10-27,61.0,46.5,51.7,0.0,13.1,8.4
2017-10-28,65.6,44.1,54.3,0.0,12.3,6.7
2017-10-29,63.2,56.9,60.2,0.575,23.5,11.1
2017-10-30,65.2,49.9,57.6,1.874,31.9,18.0
2017-10-31,57.3,44.6,50.6,0.0,17.3,10.5
2017-11-01,53.9,39.1,47.3,0.0,7.1,4.5
2017-11-02,68.4,50.2,59.2,0.008,11.7,8.4
2017-11-03,73.8,53.3,63.5,0.039,16.4,11.1
2017-11-04,52.6,42.5,47.5,0.0,14.3,7.5
2017-11-05,58.7,47.7,53.2,0.02,9.9,6.9
2017-11-06,65.6,51.2,61.4,0.098,13.4,11.1
2017-11-07,48.8,39.1,44.3,0.075,10.9,6.9
2017-11-08,44.3,36.3,40.0,0.075,12.6,9.1
2017-11-09,48.5,31.2,39.7,0.0,7.7,4.0
2017-11-10,48.8,24.6,36.7,0.008,21.4,14.8
2017-11-11,36.2,22.0,27.6,0.0,14.6,8.4
2017-11-12,45.4,25.7,33.9,0.0,6.2,2.9
2017-11-13,41.9,30.4,36.5,0.15,9.0,6.3
2017-11-14,41.4,35.8,37.9,0.0,9.3,7.3
2017-11-15,42.9,30.0,37.0,0.0,6.3,5.5
2017-11-16,47.7,36.0,42.5,0.272,15.3,8.3
2017-11-17,41.4,31.9,37.6,0.0,18.5,13.2
2017-11-18,49.1,26.4,36.7,0.146,7.4,5.1
2017-11-19,57.9,39.0,49.5,0.382,20.6,15.4
2017-11-20,40.5,32.8,36.7,0.0,20.2,13.5
2017-11-21,56.4,34.6,44.5,0.0,17.8,11.1
2017-11-22,52.2,36.3,45.9,0.677,17.9,9.0
2017-11-23,41.2,28.7,33.9,0.0,13.2,7.2
2017-11-24,47.9,28.8,36.6,0.0,8.4,6.6
2017-11-25,56.2,38.2,45.4,0.008,12.5,8.5
2017-11-26,47.0,34.0,42.4,0.004,18.0,10.5
2017-11-27,45.0,28.8,36.8,0.0,15.7,10.2
2017-11-28,41.8,22.1,30.8,0.0,11.7,7.1
2017-11-29,58.3,37.2,48.3,0.0,17.8,12.4
2017-11-30,44.7,27.3,37.0,0.0,11.0,6.3
2017-12-01,49.8,36.7,44.9,0.067,11.5,7.8
2017-12-02,42.7,28.7,35.9,0.0,6.9,3.8
2017-12-03,42.9,28.9,36.0,0.0,4.1,2.8
2017-12-04,43.4,31.0,36.7,0.0,5.8,4.0
2017-12-05,56.6,34.7,44.0,0.02,21.0,11.3
2017-12-06,57.1,34.0,46.6,0.457,21.8,10.5
2017-12-07,44.1,31.6,36.4,0.0,12.9,7.9
2017-12-08,39.0,28.2,33.8,0.0,9.9,6.0
2017-12-09,35.4,30.7,32.7,0.421,11.1,5.2
2017-12-10,36.9,25.1,30.7,0.059,11.0,7.8
2017-12-11,36.3,25.5,30.3,0.0,9.2,6.6
2017-12-12,45.4,27.0,37.2,0.134,11.7,6.6
2017-12-13,34.3,19.8,24.1,0.0,20.3,16.2
2017-12-14,28.5,18.8,23.0,0.016,15.3,10.5
2017-12-15,29.2,17.0,22.5,0.02,13.8,6.4
2017-12-16,35.1,20.4,26.1,0.008,15.0,9.9
2017-12-17,29.8,16.6,22.6,0.0,8.6,6.7
2017-12-18,35.5,21.8,28.9,0.012,5.6,3.3
